Word,Meanings
ਪੰਚ ਪਹਰੂਆ,"['ਪੰਜ ਗਿਆਨ ਇੰਦਰੇ', 'ਪੰਜ ਪਹਿਰੇਦਾਰ']"
ਪੰਚ ਪੂਤ,['ਪੰਜ ਪੁੱਤਰ']
ਪੰਚ ਬਾਣ,['ਪੰਜ ਤੀਰ']
ਪੰਚ ਬੈਰਾਈਆ,['ਪੰਜੇ ਵੈਰੀ']
ਪੰਚ ਬੈਲ,['ਪੰਜ ਬੈਲ ਹਨ']
ਪੰਚ ਭੂ,"['ਮਨ', 'ਪੰਜ ਤੱਤ']"
ਪੰਚ ਭੂ ਆਤਮਾ,['ਪੰਜਾਂ ਤੱਤਾਂ ਦੇ ਸਤੋ ਅੰਸ ਤੋਂ ਬਣਿਆ ਹੋਇਆ ਮਨ']
ਪੰਚ ਭੂਤ,"['ਸਾਰਾ ਸਰੀਰ', 'ਪੰਜ ਤੱਤਾਂ ਵਿਚ ਹੀ ਪ੍ਰਵਿਰਤ ਜੀਵ', 'ਪੰਜੇ ਵੈਰੀ', 'ਕਾਮਾਦਿਕ ਪੰਜ ਦੈਂਤ', 'ਪੰਜੇ ਤਤ', 'ਕਾਮ ਆਦਿਕ ਪੰਜਾਂ ਨੂੰ']"
ਪੰਚ ਮਜਮੀ,"['ਪੰਜ ਪੀਰਾਂ ਦਾ ਉਪਾਸਕ', 'ਕਾਮਾਦਿਕ ਪੰਜ ਪੀਰਾਂ ਦਾ ਉਪਾਸਕ']"
ਪੰਚ ਮਰਦ,['ਕਾਮਾਦਿਕ ਪੰਜ ਸੂਰਮੇ']
ਪੰਚ ਮਾਰਿ,['ਕਾਮਾਦਿਕ ਪੰਜਾਂ ਨੂੰ ਮਾਰ ਕੇ']
ਪੰਚ ਲੋਕ,['ਸੰਤ ਜਨ']
ਪੰਚ ਵਾਸਿ,['ਪੰਜਾਂ ਦੇ ਵੱਸ ਵਿਚ']
ਪੰਚ ਸਖੀ,"['ਪੰਜ ਸਹੇਲੀਆਂ', 'ਗਿਆਨ-ਇੰਦ੍ਰੇ', 'ਪੰਜ ਗਿਆਨ-ਇੰਦ੍ਰੇ']"
ਪੰਚ ਸਬਦ,"['ਪੰਜ ਕਿਸਮ ਦੇ ਸਾਜ਼ਾਂ ਦੀ ਅਵਾਜ਼', 'ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜ਼', 'ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜ਼ਾਂ ਦੀਆਂ ਮਿਲਵੀਆਂ ਸੁਰਾਂ', 'ਪੰਜਾਂ ਹੀ ਕਿਸਮਾਂ ਦੇ ਸਾਜਾਂ ਦੀ ਆਵਾਜ਼', 'ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜਾਂ ਦੇ ਵੱਜਣ ਦੀਆਂ ਆਵਾਜ਼ਾਂ', 'ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਵਾਜੇ {ਤਾਰ, ਚੰਮ, ਧਾਤ, ਘੜੇ, ਫੂਕ ਵਾਲੇ ਵਾਜੇ}', '{ਤਾਰ, ਚੰਮ, ਧਾਤ, ਘੜਾ, ਫੂਕ ਮਾਰਨ ਵਾਲੇ}']"
ਪੰਚ ਸਬਦ ਝੁਣਕਾਰੁ,['ਪੰਜ ਕਿਸਮ ਦੇ ਸਾਜਾਂ ਤੋਂ ਮਿਲਵੀਂ ਪੈਦਾ ਹੋਣ ਵਾਲੀ ਇਕ-ਰਸ ਮਿੱਠੀ ਸੁਰ']
ਪੰਚ ਸਬਦ ਧੁਨਿ,"['ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜਾਂ ਦੇ ਵੱਜਣ ਦੀ ਮਿਲਵੀਂ ਸੁਰ', 'ਇਕ-ਰਸ ਆਨੰਦ', 'ਪੰਚ ਕਿਸਮਾਂ ਦੇ ਸਾਜਾਂ ਦੇ ਵੱਜਣ ਤੋਂ ਪੈਦਾ ਹੋਈ ਮਿਲਵੀਂ ਸੁਰ']"
ਪੰਚ ਸਬਦ ਮਿਲਿ,['ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜ ਮਿਲ ਕੇ']
ਪੰਚ ਸਬਦ ਵਜਾਈ,"['ਪੰਚ ਸਬਦ ਵਜਾਇ', 'ਪੰਜਾਂ ਕਿਸਮਾਂ ਦੇ ਸਾਜ ਵਜਾ ਕੇ']"
ਪੰਚ ਸਬਦਿ ਬਾਜਿਆ,['ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜ਼ਾਂ ਦੇ ਰਾਗ ਹੁੰਦੇ ਰਹਿੰਦੇ ਹਨ']
ਪੰਚ ਸਬਦੀ,['ਇਕ-ਰਸ ਆਨੰਦ ਦਾ ਦੇਣ ਵਾਲਾ ਪ੍ਰਭੂ']
ਪੰਚ ਸਹਾਈ,['ਸੱਜਣ ਮਿੱਤਰ']
ਪੰਚ ਸਿੰਘ,['ਪੰਜ ਸ਼ੇਰ']
ਪੰਚ ਸੰਗ,['ਪੰਜਾਂ ਦਾ ਸਾਥ']
ਪੰਚਨ,"['ਕਾਮਾਦਿਕ ਪੰਜ ਵਿਕਾਰਾਂ ਨੇ', 'ਕਾਮਾਦਿਕ ਪੰਜਾਂ ਨੂੰ']"
ਪੰਚਪਦਾ,['ਪੰਜ ‘ਬੰਦਾਂ’ ਵਾਲਾ ਸ਼ਬਦ']
ਪੰਚਪਦੇ,['ਪੰਜ ਪੰਜ ਬੰਦਾਂ ਵਾਲੇ ਸ਼ਬਦ']
ਪੰਚਭੂ,"['ਪੰਜਾਂ ਤੱਤਾਂ ਦੇ ਉਪਕਾਰੀ ਗੁਣ {ਅਕਾਸ਼ ਦੀ ਨਿਰਲੇਪਤਾ; ਅਗਨੀ ਦਾ ਸੁਭਾਉ ਮੈਲ ਸਾੜਨਾ; ਵਾਯੂ ਦੀ ਸਮ-ਦਰਸਤਾ; ਜਲ ਦੀ ਸੀਤਲਤਾ; ਧਰਤੀ ਦੀ ਧੀਰਜ}', 'ਪੰਜਾਂ ਦੇ ਵੱਸ ਵਿਚ ਆਏ ਹੋਏ ਨੂੰ']"
ਪੰਚਮਿ,['ਪੰਜਵੀਂ ਥਿਤਿ']
ਪੰਚਰਾਸੀ,"['ਪੰਜ ਕਾਮਾਦਿਕਾਂ ਨੂੰ ਰਾਸ ਕਰ ਲੈਣ ਵਾਲਾ', 'ਵੱਸ ਵਿਚ ਕਰ ਲੈਣ ਵਾਲਾ']"
ਪੰਚਹੁ,['ਪੰਜਾਂ ਨੇ']
ਪੰਚਹੁ ਕਾ,['ਪੰਜ ਕਾਮਾਦਿਕਾਂ ਦਾ']
ਪੰਚਾ,"['ਗਿਆਨ-ਇੰਦ੍ਰੇ', 'ਮੁਖੀਆ', 'ਪੰਜ ਕਾਮਾਦਿਕਾਂ ਨੇ', 'ਪੰਜੇ']"
ਪੰਚਾ ਕਾਰੀ,['ਪੈਂਚਾਂ ਦਾ ਬਣਾਣ ਵਾਲਾ']
ਪੰਚਾ ਤੇ,"['ਕਾਮਾਦਿਕ ਪੰਜਾਂ ਨਾਲੋਂ', 'ਪੰਜਾਂ ਤੋਂ']"
ਪੰਚਾਇਣ,"['ਪਰਮਾਤਮਾ {ਪੰਚ-ਅਯਨ: ਪੰਜਾਂ ਤੱਤਾਂ ਦਾ ਘਰ, ਪੰਜਾਂ ਤੱਤਾਂ ਦਾ ਸੋਮਾ}']"
ਪੰਚਾਇਣਿ,"['ਪਰਮਾਤਮਾ ਵਿਚ', 'ਪੰਚਾਇਣ ਵਿਚ']"
ਪੰਚਾਇਣੁ,"['{ਪੰਚ: ਅਯਨ; ਪੰਚ: ਸਾਧ ਸੰਗਤਿ; ਅਯਨ: ਘਰ} ਸਾਧ ਸੰਗਤਿ ਜਿਸ ਦਾ ਘਰ ਹੈ', 'ਪਰਮਾਤਮਾ']"
ਪੰਚਾਲੀ,"['ਦ੍ਰੋਪਦੀ', 'ਪੰਚਾਲ ਦੇਸ ਦੀ ਰਾਜ-ਕੁਮਾਰੀ']"
ਪੰਚਾਸਾ,['ਸ਼ੇਰ']
ਪੰਚਾਹਰੁ,"['ਪੰਜ ਨੂੰ ਹਰਨ ਵਾਲੇ', 'ਨੂੰ']"
ਪੰਚੇ,"['ਧੀਰਜ,', 'ਪੰਜ ਹੀ', 'ਸੰਤੋਖ', 'ਕਾਮਾਦਿਕ ਪੰਜੇ', 'ਸਤ', 'ਦਇਆ', 'ਪੰਜੇ ਗਿਆਨ-ਇੰਦ੍ਰੇ', 'ਧਰਮ', 'ਸਾਕ ਸੰਬੰਧੀ']"
ਪੰਚੇ ਸਬਦ,"['ਪੰਜ ਹੀ ਨਾਦ', 'ਪੰਜਾਂ ਹੀ ਕਿਸਮਾਂ ਦੇ ਸਾਜ਼ ਜੋ ਮਿਲ ਕੇ ਇਕ ਅਸਚਰਜ ਸੁਰੀਲਾ ਰਾਗ ਪੈਦਾ ਕਰਦੇ ਹਨ', 'ਪੰਜ ਕਿਸਮਾਂ ਦੇ ਸਾਜ਼ਾਂ ਦੀ ਆਵਾਜ਼']"
ਪੰਚੈ,['ਕਾਮਾਦਿਕ ਪੰਜਾਂ ਨੂੰ']
ਪੰਜ,"['ਕਾਮਾਦਿਕ ਪੰਜੇ', 'ਪੰਜ ਨਿਮਾਜ਼ਾਂ']"
ਪੰਜ ਦੂਤ,['ਕਾਮ ਆਦਿ ਪੰਜੇ ਵੈਰੀ']
ਪੰਜ ਮਿਰਗਾਣੀ,"['ਸਰੀਰ ਦੇ ਮੋਹ ਨੂੰ ਪੈਰਾਂ ਹੇਠ ਰੱਖ ਕੇ', 'ਸਰੀਰ ਨੂੰ ਆਸਣ ਬਣਾ ਕੇ', 'ਦੇਹ-ਅੱਧਿਆਸ ਨੂੰ ਮੁਕਾ ਕੇ']"
ਪੰਜਿ,['ਪੰਜਾਂ ਤੱਤਾਂ ਦੇ ਸਮੂਹ ਵਿਚ']
ਪੰਜਿ ਸੈ,"['ਕਈ ਮਣਾਂ', 'ਬਹੁਤ ਸਾਰਾ']"
ਪੰਜੇ,"['ਪੰਜ ਹੀ', 'ਕਾਮ ਆਦਿਕ ਪੰਜ ਹੀ ਵਿਕਾਰ']"
ਪੰਜੇ ਦੂਤ,['ਪੰਜੇ ਵੈਰੀ']
ਪੰਞੁ,['ਮੈਂ ਪਿਆ ਰਹਾਂ']
ਪੰਡ,"['ਮਾਇਆ ਦੀ ਪੰਡ', 'ਭਾਰ']"
ਪੰਡ ਪਰਾਲਾ,"['ਪਰਾਲੀ ਦੀਆਂ ਪੰਡਾਂ', 'ਨਿਕੰਮੇ ਭਾਰ']"
ਪੰਡ ਪਰਾਲਿ,"['ਨਕਾਰੇ ਭਾਰ', 'ਪਰਾਲੀ ਦੀਆਂ ਪੰਡਾਂ']"
ਪੰਡਤ,['ਹੇ ਪੰਡਿਤ!']
ਪੰਡਤੀ,['ਪੰਡਤਾਂ ਨੇ']
ਪੰਡਿਤ,"['{ਬਹੁ-ਵਚਨ; ਪੰਡਿਤੁ: ਇਕ-ਵਚਨ}', 'ਪੰਡਿਤਾਂ ਨੇ {ਬਹੁ-ਵਚਨ}', 'ਵਿਦਵਾਨ', '{ਬਹੁ-ਵਚਨ}', 'ਹੇ ਪੰਡਿਤ!']"
ਪੰਡਿਤ ਵਖਾਣਹਿ,['ਪੰਡਿਤ ਵਖਿਆਨ ਕਰਦੇ ਹਨ']
ਪੰਡਿਤ ਸੰਗਿ,['ਵਿਦਵਾਨਾਂ ਦੀ ਸੰਗਤਿ ਵਿਚ']
ਪੰਡਿਤਾ,['ਹੇ ਪੰਡਿਤ!']
ਪੰਡਿਤੁ,['{ਇਕ-ਵਚਨ}']
ਪੰਡੀਅਨ ਕਉ,"['ਪੁਜਾਰੀਆਂ ਵਲ', 'ਪਾਂਡਿਆਂ ਵਲ']"
ਪੰਡੀਆ,"['ਪਾਂਡੇ', 'ਪੁਜਾਰੀ', 'ਹੇ ਪੰਡਿਤ!']"
ਪੰਡੈ,['ਪੰਡ ਵਿਚ']
ਪੰਥ,"['ਰਸਤਾ', 'ਧਾਰਮਿਕ ਰਸਤਾ']"
ਪੰਥਾ,"['ਰਸਤੇ', 'ਰਸਤਾ', 'ਰਸਤੇ ਉਤੇ', 'ਪੰਥਿ']"
ਪੰਥਾ ਪ੍ਰੇਮ,['ਪ੍ਰੇਮ ਦਾ ਰਸਤਾ']
ਪੰਥਾਪੰਥੁ,"['ਪੰਥ-ਅਪੰਥੁ', 'ਚੰਗਾ ਮੰਦਾ ਰਸਤਾ']"
ਪੰਥਿ,"['ਰਸਤੇ ਉਤੇ', 'ਰਸਤੇ ਵਿਚ', 'ਰਸਤੇ ਤੇ', 'ਰਾਹ ਵਿਚ', 'ਰਾਹ ਤੇ']"
ਪੰਥਿ ਕਰਾਰੈ,['ਕਰੜੇ ਰਸਤੇ ਵਿਚ']
ਪੰਥੀ,"['ਰਾਹੀ', 'ਮੁਸਾਫ਼ਿਰ', 'ਆਈ ਪੰਥ ਵਾਲਾ', 'ਆਈ ਪੰਥ ਨਾਲ ਸੰਬੰਧ ਰੱਖਣ ਵਾਲਾ']"
ਪੰਥੁ,"['ਰਸਤਾ', 'ਜ਼ਿੰਦਗੀ ਦਾ ਰਸਤਾ', 'ਰਾਹ', 'ਜੋਗ-ਮਾਰਗ', 'ਜੀਵਨ-ਪੰਥ']"
ਪੰਦ,"['ਨਸੀਹਤ', 'ਸਿੱਖਿਆ']"
ਪੰਦਿ,"['ਨਸੀਹਤ', 'ਸਿੱਖਿਆ']"
ਪੰਦੀ,['ਨਸੀਹਤ ਦੇਣ ਵਾਲਾ']
ਪੰਧ ਤਉ,['ਤੇਰੇ ਰਸਤੇ ਉਤੇ']
ਪੰਧ ਸਿਰਿ,"['ਸਫ਼ਰ ਦੇ ਸ਼ੁਰੂ ਵਿਚ ਹੀ', 'ਪੰਧ ਦੇ ਸਿਰੇ ਤੇ']"
ਪੰਧਾਣੂ,['ਰਾਹੀ']
ਪੰਧਿ,['ਰਾਹ ਤੇ']
ਪੰਧੀਆ,['ਰਸਤਾ']
ਪੰਧੁ,['ਰਸਤਾ']
ਪੰਨੈ,"['ਪੱਲੇ ਵਿਚ', 'ਲੇਖੇ ਵਿਚ']"
ਪੰਨੈ ਪਾਇ,"['ਆਪਣੇ ਬਣਾ ਕੇ', 'ਲੇਖੇ ਵਿਚ ਲਿਖ ਕੇ']"
ਪੰਨੈ ਪਾਇ ਲਇਅਨੁ,['ਉਸ ਨੇ ਆਪਣੇ ਪੱਲੇ ਪਾ ਲਿਆ ਹੈ']
ਫਕਰੁ,"['ਫ਼ਕੀਰੀ', 'ਬੰਦਗੀ ਵਾਲਾ ਜੀਵਨ']"
ਫਕਰੁ ਕਰੇ,['ਫ਼ਕੀਰ ਬਣ ਜਾਂਦਾ ਹੈ']
ਫਕਾ,"['ਥੋੜਾ ਕੁ ਹੀ', 'ਫੱਕਾ']"
ਫਕੀਰ,['ਕੰਗਾਲ']
ਫਕੀਰੈ,"['ਮੰਗਤੇ ਦੇ', 'ਫ਼ਕੀਰ ਦੇ', 'ਉਸ ਮਨੁੱਖ ਦੇ ਜੋ ਪ੍ਰਭੂ ਦੇ ਦਰ ਤੋਂ ਮੇਹਰ ਦੀ ਦਾਤਿ ਮੰਗੇ']"
ਫਕੜ,['ਵਿਅਰਥ']
ਫਕੜਿ,"['ਮਖ਼ੌਲ', 'ਫੱਕੜੀ']"
ਫਕੜੁ,"['ਫੋਕਾ ਦਾਹਵਾ', 'ਗੰਦਾ ਮੰਦਾ ਬੋਲ', 'ਫੋਕਟ']"
ਫਕੜੁ ਧੰਧੁ,['ਫ਼ਜ਼ੂਲ ਟੰਟਾ']
ਫਕੜੁ ਪਿਟੇ,['ਬਦ-ਜ਼ਬਾਨੀ ਬੋਲਦਾ ਹੈ']
ਫਟਕ,['ਕੱਚ']
ਫਤਿਹ,['ਵਿਕਾਰਾਂ ਤੇ ਜਿੱਤ']
ਫਦੀਹਤਿ,"['{ਅਰਬੀ, ਫਜ਼ੀਅਤਿ ਦੇ ‘ਜ਼’ ਨੂੰੰ ‘ਦ’ ਭੀ ਪੜ੍ਹਿਆ ਜਾਂਦਾ ਹੈ; ਫ਼ਜੂਲ: ਫਾਦਲ; ਕਾਜ਼ੀ: ਕਾਦੀ} ਪਖਾਨਾ']"
ਫਧਿ ਰਹਿਓ,['ਫਸਿਆ ਰਹਿੰਦਾ ਹੈ']
ਫਧਿਓ,['ਫਸਿਆ ਰਹਿੰਦਾ ਹੈ']
ਫਨ,['ਛਲ']
ਫਨਖਾਨੇ,"['ਨਾਸਵੰਤ', 'ਫ਼ਨਾਹ ਦਾ ਘਰ']"
ਫਨਾਇ,"['ਫ਼ਨਾਇ', 'ਨਾਸਵੰਤ']"
ਫਨਿੰਦ,"['ਸ਼ੇਸ਼ਨਾਗ', 'ਫਨੀਅਰ']"
ਫਨੀ,['ਫਣਾਂ ਵਾਲਾ']
ਫਬੀ,['ਸੁਖਾਵੀਂ']
ਫਰਕਿ,"['ਛਾਲ ਮਾਰ ਕੇ', 'ਛਾਲ ਨਾਲ', 'ਤੁਰਤ']"
ਫਰਹੇ,"['ਖਿੜਕ', 'ਗਿਆਨ-ਇੰਦ੍ਰੇ']"
ਫਰਾਇ,['ਪੜਵਾ ਕੇ']
ਫਰੀਦ,['ਹੇ ਫ਼ਰੀਦ!']
ਫਰੀਦੈ,['ਫ਼ਰੀਦ ਨੂੰ']
ਫਰੀਦੈ ਥੀਓਮਿ,['ਮੈਂ ਫਰੀਦ ਨੂੰ ਹੋ ਗਿਆ ਹੈ']
ਫਰੁ ਫਰਿਆ,"['ਫੜ-ਫੜਾਇਆ', 'ਉਡਾਰੀ ਲਾਈ']"
ਫਰੂ,['ਰਾਖਾ']
ਫਰੇ,"['ਫਰਿ', 'ਫੜ ਕੇ']"
ਫਲ,['ਹੋਰ ਹੋਰ ਫਲ']
ਫਲ ਗੁਨ,['ਆਤਮਕ ਗੁਣਾਂ ਦਾ ਫਲ']
ਫਲ ਦਾਤੀ,['ਫਲ ਦੇਣ ਵਾਲੀ']
ਫਲ ਪਾਕੇ ਤੇ,['ਫਲ ਪੱਕਣ ਨਾਲ']
ਫਲ ਫਲਨਿ ਲਾਗੇ,"['ਅੰਬਾਂ ਨੂੰ ਫਲ ਲੱਗਣ ਲੱਗ ਪੈਂਦੇ ਹਨ', 'ਅੰਬਾਂ ਨੂੰ ਫਲ ਪੈਣ ਲੱਗ ਪੈਂਦਾ ਹੈ']"
ਫਲ ਲਾਗਿਬਾ,['ਫਲ ਲੱਗ ਪੈਂਦਾ ਹੈ']
ਫਲ ਲਾਗੇ,"['ਬਾਲ-ਬੱਚੇ', 'ਲੱਗੇ ਹੋਏ ਫਲ']"
ਫਲ ਸਗਲ ਮਨੋਰਥ,['ਸਾਰੇ ਮਨੋਰਥਾਂ ਦੇ ਫਲ']
ਫਲਗੁਣਿ,['ਫੱਗਣ ਵਿਚ']
ਫਲਘਾ,"['ਫਲ', 'ਕਰਮਾਂ ਦਾ ਫਲ']"
ਫਲਤੇ,['ਫਲ ਦੇਂਦੇ ਹਨ']
ਫਲਹਿ,"['ਉਹ ਫਲਦੇ ਹਨ', 'ਕਾਮਯਾਬ ਹੁੰਦਾ ਹੈਂ', 'ਫਲ ਹਾਸਲ ਕਰਦਾ ਹੈਂ', 'ਫਲਦਾ ਹੈਂ']"
ਫਲਾ,"['ਫਲਿਆ', 'ਫਲਦਾ ਹੈ', 'ਕਾਮਯਾਬ ਹੁੰਦਾ ਹੈ', 'ਫਲ ਵਾਲਾ ਹੋਇਆ']"
ਫਲਾਂਨਦ,['ਫਲਾਂ ਦਾ ਆਨੰਦ']
ਫਲਿਆ,"['ਫਲ ਲੱਗਾ', 'ਵਧਣਾ ਸ਼ੁਰੂ ਹੋਇਆ']"
ਫਲੁ,"['ਮਨੁੱਖਾ ਜੀਵਨ ਦਾ ਲਾਭ', 'ਦੀਦਾਰ-ਰੂਪ ਫਲ', 'ਉਹ ਪਦਾਰਥ ਜਿਸ ਦੀ ਖ਼ਾਤਰ ਮਨੁੱਖਾ-ਜਨਮ ਮਿਲਿਆ ਹੈ', 'ਫਲ', 'ਪਰਮਾਤਮਾ ਦੇ ਨਾਮ ਦੀ ਸੂਝ']"
ਫਲੋਹਾਰ,"['ਫਲਾਂ ਦਾ ਆਹਾਰ {ਏਕਾਦਸੀ ਦੇ ਵਰਤ ਤੇ ਅੰਨ ਛੱਡ ਕੇ ਕਰਮ-ਕਾਂਡੀ ਸਿਰਫ਼ ਫਲ ਖਾਂਦੇ ਹਨ, ਤੇ ਸਿਰਫ਼ ਇਤਨੇ ਉੱਦਮ ਨਾਲ ਹੀ ਵਰਤ ਦਾ ਫਲ ਮਿਲਦਾ ਸਮਝ ਲੈਂਦੇ ਹਨ; ਅਸਲ ਵਰਤ ਹੈ ‘ਵਿਕਾਰਾਂ ਵਲੋਂ ਪਰਹੇਜ਼’, ਉਸ ਦਾ ਫਲ ਹੈ ‘ਉੱਚਾ ਆਤਮਕ ਜੀਵਨ’}']"
ਫਲੰਤ,['ਫਲ ਦੇਂਦਾ ਹੈ']
ਫਹਰਾਇ,['ਝੂਲਦਾ ਹੋਵੇ']
ਫਹਰਾਹਿ,"['ਲਹਿਰਾਉਣ', 'ਹਵਾ ਵਿਚ ਝੂਲਣ']"
ਫਹਰੰਤਿ,['ਝੁੱਲ ਰਿਹਾ ਹੈ']
ਫਹਾਈਐ,['ਫਸਾ ਲਈਦਾ ਹੈ']
ਫਹੀ,['ਫਸੀ ਹੋਈ ਨੂੰ']
ਫਾਂਕਿਓ,"['ਫਾੜੀ ਫਾੜੀ ਕਰ ਦਿੱਤੀ', 'ਫੜਿਆ ਗਿਆ']"
ਫਾਂਧਿਓ,['ਬੱਝਾ ਹੋਇਆ ਹੈ']
ਫਾਂਧੀ,['ਫਾਹੀ']
ਫਾਂਸਾ,['ਫਾਹੇ']
ਫਾਕਿਓ,"['ਫਸਾ ਲਿਆ ਹੈ', 'ਫਸਿਆ ਹੋਇਆ']"
ਫਾਕੀ,['ਫਸੀ ਹੋਈ']
ਫਾਕੈ,['ਕੁਕਰਮ ਕਰਦਾ ਹੈ']
ਫਾਗ,"['ਹੋਲੀ', 'ਫੱਗਣ ਮਹੀਨੇ ਦਾ ਤਿਉਹਾਰ', 'ਫੱਗਣ ਦਾ ਮਹੀਨਾ']"
ਫਾਟ,['ਜ਼ਖ਼ਮੀ']
ਫਾਟਾ,['ਫਟ ਜਾਂਦਾ ਹੈ']
ਫਾਟਿਓ,['ਪਾਟ ਗਿਆ ਹੈ']
ਫਾਟੇ,"['ਪਾਟੇ ਹੋਏ', 'ਪਾਟ ਜਾਂਦੇ ਹਨ', 'ਚੀਰੇ ਹੋਏ']"
ਫਾਟੇ ਚੀਰੈ,['ਜੇ ਚਿੱਠੀ ਪਾਟ ਜਾਏ {ਸਾਡੇ ਦੇਸ ਦਾ ਰਿਵਾਜ ਹੈ ਕਿ ਕਿਸੇ ਦੀ ਮੌਤ ਦੀ ਖ਼ਬਰ ਭੇਜਣ ਵੇਲੇ ਚਿੱਠੀ ਇਕ ਪਾਸੇ ਵਲੋਂ ਰਤਾ ਕੁ ਪਾੜ ਦੇਈਦੀ ਹੈ}']
ਫਾਟੈ,['ਪਾਟ ਪਾਂਦਾ ਹੈ']
ਫਾਥਾ,['ਫਸਿਆ ਹੋਇਆ']
ਫਾਥੀ,['ਫਸੀ ਹੋਈ']
ਫਾਥੋਹੁ,['ਤੂੰ ਫਸ ਰਿਹਾ ਹੈਂ']
ਫਾਦਲੁ,['ਫਜ਼ੂਲ']
ਫਾਦਿਲੁ,['ਫ਼ਜ਼ੂਲ ਬੋਲ']
ਫਾਧਿ,['ਫਸਾ ਕੇ']
ਫਾਧਿਓ,['ਫਾਹੀਆਂ']
ਫਾਧੋ,['ਫਾਹੀ']
ਫਾਨਾਇਆ,"['ਨਾਸਵੰਤ', 'ਫ਼ਨਾਹ ਹੋਣ ਵਾਲੇ']"
ਫਾਨੀ,"['ਫ਼ਾਨੀ', 'ਨਾਸਵੰਤ', 'ਫ਼ਨਾਹ ਹੋਣ ਵਾਲਾ', 'ਨਾਸ ਹੋਣ ਵਾਲੀ']"
ਫਾਰਿ,['ਪਾੜ ਕੇ']
ਫਾਰੇ,"['ਚੀਰ ਦਿੱਤਾ', 'ਪਾੜੇ ਜਾਂਦੇ ਹਨ', 'ਪਾੜ ਦਿੱਤੇ ਗਏ']"
ਫਾਰੈ,"['ਮੁਕਾਉਂਦਾ', 'ਫਾੜੈ', 'ਪਾੜਦਾ', 'ਨਾਸ ਕਰ ਦੇਂਦਾ ਹੈ']"
ਫਾਵਾ,"['ਬਉਰਾ', 'ਪਾਗਲ']"
ਫਾਵੀ,"['ਵਿਆਕਲ', 'ਡਉਰੀ-ਭਉਰੀ']"
ਫਾਸ,"['ਫਾਹੀਆਂ', 'ਫਾਹੀ', 'ਫਾਸੀ']"
ਫਾਸਏ,"['ਫਾਸ', 'ਫਾਹੀ']"
ਫਾਸਹਿ,"['ਤੂੰੰ ਫਸ ਰਿਹਾ ਹੈਂ', 'ਤੂੰ ਫਸਦਾ ਹੈਂ']"
ਫਾਸਾ,"['ਫਾਹੇ', 'ਫਾਹੀ']"
ਫਾਸਿਆ,['ਫਸਾਇਆ ਹੋਇਆ']
ਫਾਸੀ,['ਫਾਹੀ']
ਫਾਸੇ,['ਫਾਹੀਆਂ']
ਫਾਹਾ,['ਫਾਹੀ']
ਫਾਹੀ,['ਮੌਤ ਦੀ ਫਾਹੀ ਵਿਚ']
ਫਾਹੀ ਸੁਰਤਿ,['ਧਿਆਨ ਇਸ ਪਾਸੇ ਹੈ ਕਿ ਲੋਕਾਂ ਨੂੰ ਫਸਾ ਲਵਾਂ']
ਫਾਹੀਐ,['ਫਸ ਜਾਂਦਾ ਹੈ']
ਫਾਹੁਰੀ,['ਧੂਏਂ ਦੀ ਸੁਆਹ ਇਕੱਠੀ ਕਰਨ ਵਾਲੀ ਪਹੌੜੀ']
ਫਾਹੇ,['ਕਮੰਦ']
ਫਿਕਰੀਆ,['ਫਿੱਕੇ']
ਫਿਕਰੁ,"['ਸਹਿਮ', 'ਅਸ਼ਾਂਤੀ']"
ਫਿਕਾ,"['ਬੇ-ਸੁਆਦਾ', 'ਹੋਛਾ']"
ਫਿਕਾ ਸਾਦੁ,['ਵਿਅਰਥ ਚਸਕਾ']
ਫਿਕੇ,"['ਭਰਿਸ਼ਟੇ ਹੋਏ', 'ਰੁੱਖਾ ਬੋਲਣ ਵਾਲੇ ਮਨੁੱਖ ਦੀ']"
ਫਿਕੈ ਬੋਲਿਐ,['ਜੇ ਫਿੱਕੇ ਬਚਨ ਬੋਲੀਏ']
ਫਿਕੋ,['ਫਿੱਕਾ ਹੀ']
ਫਿਕੋ ਫਿਕਾ ਸਦੀਐ,"['ਜੋ ਮਨੁੱਖ ਰੁੱਖੇ ਬਚਨ ਬੋਲੇ ਉਸ ਦੀ ਬਾਬਤ ਇਹ ਆਖੀਦਾ ਹੈ ਕਿ ਉਹ ਰੁੱਖਾ ਹੈ', 'ਰੁੱਖੇ ਬਚਨ ਬੋਲਣ ਵਾਲੇ ਮਨੁੱਖ ਨੂੰ ਰੁੱਖਾ ਹੀ ਆਖਿਆ ਜਾਂਦਾ ਹੈ']"
ਫਿਟਕ ਫਿਟਕਾ,['ਫਿਟਕਾਰਾਂ ਹੀ ਫਿਟਕਾਰਾਂ']
ਫਿਟਕਿਆ,['ਫਿੱਟੇ ਹੋਏ']
ਫਿਟਕੀਅਹਿ,['ਫਿਟਕਾਰੇ ਜਾਂਦੇ ਹਨ']
